District,Size m2,Rooms number,Price,Rent,URL
 Ursus,23.0,1,1745.0,1.0,https://www.olx.pl/d/oferta/nowoczesna-kawalerka-od-1-pazdz-ursus-traktorzystow-ogniowa-4-CID3-IDLHQ1G.html#908e50fc64;promoted
 Wola,26.0,1,1550.0,400.0,https://www.olx.pl/d/oferta/kawalerka-na-woli-warszawa-CID3-IDLVvV4.html#908e50fc64
 Praga-Południe,40.0,2,2100.0,600.0,https://www.olx.pl/d/oferta/lokal-mieszkalny-ul-dynasy-4-40m2-CID3-IDJpKO1.html#908e50fc64
 Mokotów,58.0,3,2900.0,1.0,https://www.olx.pl/d/oferta/mieszkanie-bezposrednio-piekny-widok-blisko-centrum-cicha-okolica-CID3-IDLTm6c.html#908e50fc64;promoted
 Mokotów,40.0,2,3900.0,350.0,https://www.olx.pl/d/oferta/nowy-apartament-40m-premium-CID3-IDLSaXh.html#908e50fc64;promoted
 Targówek,25.0,1,1550.0,350.0,https://www.olx.pl/d/oferta/bezposrednio-komfortowa-kawalerka-1-km-od-metro-trocka-CID3-IDLjTKJ.html#908e50fc64;promoted
 Bielany,38.0,1,1450.0,400.0,https://www.olx.pl/d/oferta/kawalerka-38-m2-bielany-CID3-IDGp34h.html#908e50fc64
 Praga-Północ,45.0,2,2600.0,1.0,https://www.olx.pl/d/oferta/mieszanie-45m2-2-pokoje-ul-dabrowszczakow-CID3-IDLVvrN.html#908e50fc64
 Ochota,29.0,1,1800.0,1.0,https://www.olx.pl/d/oferta/wynajme-kawalerke-na-ochocie-CID3-IDKlkQQ.html#908e50fc64;promoted
 Wawer,48.0,2,1200.0,1000.0,https://www.olx.pl/d/oferta/przytulne-mieszkanie-miedzeszyn-CID3-IDFWMZL.html#908e50fc64
 Białołęka,41.0,2,1600.0,400.0,https://www.olx.pl/d/oferta/mieszkanie-2-pokojowe-ogrodek-miejsce-postojowe-osiedle-strzezone-CID3-IDLplWm.html#908e50fc64
 Mokotów,45.0,2,1500.0,1500.0,https://www.olx.pl/d/oferta/mieszkanie-wolomin-45m2-wynajme-zapraszam-CID3-IDLVwId.html#908e50fc64
 Mokotów,33.0,1,1700.0,500.0,https://www.olx.pl/d/oferta/metro-wierzbno-naruszewicza-balkon-pokoj-widna-kuchnia-CID3-IDKLckV.html#908e50fc64
 Mokotów,100.0,4,4500.0,800.0,https://www.olx.pl/d/oferta/al-wyscigowa-mokotow-4-pokoje-wynajem-CID3-IDLeDel.html#908e50fc64;promoted
 Żoliborz,25.5,1,2200.0,300.0,https://www.olx.pl/d/oferta/wynajem-mieszkania-kawalerki-przy-arkadii-CID3-IDLCOtf.html#908e50fc64;promoted
 Żoliborz,25.0,1,1700.0,1.0,https://www.olx.pl/d/oferta/kawalerka-zoliborz-CID3-IDLHtPb.html#908e50fc64
 Wola,54.0,2,2500.0,650.0,https://www.olx.pl/d/oferta/mieszkanie-2-pokoje-54m2-ul-kasprzaka-bliska-wola-garaz-podziemny-CID3-IDLVtBk.html#908e50fc64;promoted
 Śródmieście,24.0,1,1980.0,1.0,https://www.olx.pl/d/oferta/wynajme-24m-2-pokoje-scisle-centrum-8-pietro-CID3-IDKeDba.html#908e50fc64
 Bielany,45.0,2,2500.0,1.0,https://www.olx.pl/d/oferta/dwupokojowe-mieszkanie-blisko-metra-do-wynajecia-CID3-IDLBU2G.html#908e50fc64
 Mokotów,58.0,2,4100.0,400.0,https://www.olx.pl/d/oferta/mieszkanie-na-mokotowie-apartament-na-warszawskim-mokotowie-CID3-IDLMUQ9.html#908e50fc64;promoted
 Bemowo,50.0,2,2400.0,1.0,https://www.olx.pl/d/oferta/mieszkanie-50m2-garaz-warszawa-bemowo-CID3-IDGbXm1.html#908e50fc64
 Wesoła,62.0,2,1950.0,50.0,https://www.olx.pl/d/oferta/bezposrednio-wynajme-2-pokoje-z-balkonem-62-m-centrum-stara-milosna-CID3-IDLVt3n.html#908e50fc64
 Ochota,120.0,4,4500.0,100.0,https://www.olx.pl/d/oferta/mieszkanie-120m-przy-parku-szczeliwice-ul-wlodarzewska-57a-CID3-IDLPUTb.html#908e50fc64;promoted
 Praga-Południe,26.5,1,1500.0,300.0,https://www.olx.pl/d/oferta/do-wynajecia-kawalerka-26-5m2-22m2-ogrodka-warszawa-goclawek-CID3-IDLVsKH.html#908e50fc64
 Praga-Południe,44.0,2,2000.0,600.0,https://www.olx.pl/d/oferta/wynajme-mieszkanie-44m-jugoslowianska-os-adria-2-tys-oplaty-CID3-IDLVsXc.html#908e50fc64
 Ochota,23.0,1,1750.0,200.0,https://www.olx.pl/d/oferta/wynajme-kawalerke-na-starej-ochocie-CID3-IDLVsQt.html#908e50fc64;promoted
 Bemowo,47.0,2,2150.0,550.0,https://www.olx.pl/d/oferta/nowoczesne-dwupokojowe-mieszkanie-47-m2-ul-kluczborska-bemowo-CID3-IDLVsIj.html#908e50fc64
 Włochy,31.0,1,1750.0,380.0,https://www.olx.pl/d/oferta/warszawa-wlochy-nowe-mieszkanie-31m2-CID3-IDLFca3.html#908e50fc64
 Wilanów,34.0,2,1800.0,350.0,https://www.olx.pl/d/oferta/mieszkanie-do-wynajecia-warszawa-ul-przeworska-CID3-IDLVsEk.html#908e50fc64
 Bemowo,60.0,3,1800.0,850.0,https://www.olx.pl/d/oferta/mieszkanie-na-seceminskiej-CID3-IDLVsEs.html#908e50fc64
 Praga-Południe,28.0,1,1450.0,259.0,https://www.olx.pl/d/oferta/odnowiona-budzetowa-kawalerka-CID3-IDLWtpF.html#72d7a7dc4d;promoted
 Ochota,60.0,3,2700.0,1.0,https://www.olx.pl/d/oferta/3-oddzielne-pokoje-ochota-swietna-lokalizacja-po-remoncie-CID3-IDHiVIw.html#72d7a7dc4d;promoted
 Bielany,31.0,1,2000.0,1.0,https://www.olx.pl/d/oferta/przytulna-kawalerka-CID3-IDLQepS.html#72d7a7dc4d;promoted
 Praga-Północ,24.57,1,1800.0,264.0,https://www.olx.pl/d/oferta/przestronna-i-funkcjonalna-kawalerka-na-pradze-polnoc-CID3-IDLLbjI.html#72d7a7dc4d;promoted
 Śródmieście,42.0,2,3500.0,500.0,https://www.olx.pl/d/oferta/luksusowa-kamienica-na-powislu-mieszkanie-2-pokojowe-bezposrednio-CID3-IDL8RaK.html#72d7a7dc4d;promoted
 Żoliborz,26.5,1,2200.0,300.0,https://www.olx.pl/d/oferta/mieszkanie-kawalerka-26-5m-osiedle-przy-arkadii-CID3-IDLCMmR.html#72d7a7dc4d;promoted
 Bemowo,30.0,1,940.0,1160.0,https://www.olx.pl/d/oferta/kawalerka-30-m2-warszawa-bemowo-fort-blizne-CID3-IDLVrzI.html#72d7a7dc4d
 Białołęka,70.0,2,3000.0,1.0,https://www.olx.pl/d/oferta/warszawa-tarchomin-nowodwory-3000-zl-ze-wszystkimi-oplatami-CID3-IDLVrxs.html#72d7a7dc4d
 Praga-Południe,35.0,1,1800.0,400.0,https://www.olx.pl/d/oferta/kawalerka-z-widna-kuchnia-i-duzym-balkonem-na-pradze-poludnie-CID3-IDLVrbs.html#72d7a7dc4d
 Praga-Południe,30.0,1,1500.0,620.0,https://www.olx.pl/d/oferta/niebanalne-grochowska-30m2-antresola-CID3-IDLVr5o.html#72d7a7dc4d
 Ochota,41.0,2,2000.0,500.0,https://www.olx.pl/d/oferta/wynajem-mieszkania-dwupokojowego-CID3-IDLVqTX.html#72d7a7dc4d
 Śródmieście,55.0,3,3200.0,1.0,https://www.olx.pl/d/oferta/mieszkanie-wyremontowane-55m-centrum-sloneczne-czynsz-w-cenie-CID3-IDLS5Eg.html#72d7a7dc4d;promoted
 Wola,83.0,3,5000.0,1.0,https://www.olx.pl/d/oferta/bardzo-ladne-ciche-nowe-400m-od-metra-daszynskiego-z-klimatyzacja-CID3-IDLUeIa.html#72d7a7dc4d
 Bielany,40.0,2,2300.0,1.0,https://www.olx.pl/d/oferta/zadbane-mieszkanie-2-nieprzechodnie-pokoje-300-m-od-metra-slodowiec-CID3-IDLW6gi.html#72d7a7dc4d
 Targówek,39.0,2,2000.0,460.0,https://www.olx.pl/d/oferta/wynajme-mieszkanie-osiedle-wilno-targowe-ul-montwillowska-CID3-IDJ4c8P.html#72d7a7dc4d
 Mokotów,32.0,2,2200.0,370.0,https://www.olx.pl/d/oferta/mieszkanie-warszawa-tarchomin-CID3-IDLy5Wa.html#72d7a7dc4d
 Praga-Południe,41.0,2,2200.0,300.0,https://www.olx.pl/d/oferta/wynajme-mieszkanie-praga-poludnie-dwa-pokoje-nowe-do-umeblowania-CID3-IDLVqpu.html#72d7a7dc4d
 Białołęka,46.0,3,2390.0,1.0,https://www.olx.pl/d/oferta/bialoleka-nowe-3-pokojowe-z-ogrodkiem-wszystko-w-cenie-CID3-IDLUhuh.html#72d7a7dc4d;promoted
 Mokotów,46.0,2,2600.0,1.0,https://www.olx.pl/d/oferta/mieszkanie-przy-metrze-sluzew-nad-dolinka-do-wynajecia-CID3-IDK1GvD.html#72d7a7dc4d
 Praga-Północ,40.0,2,2000.0,480.0,https://www.olx.pl/d/oferta/2-pokojowe-mieszkanie-metro-szwedzka-bezposrednio-CID3-IDLIIb9.html#72d7a7dc4d;promoted
 Ursus,140.0,4,4500.0,200.0,https://www.olx.pl/d/oferta/wynajme-mieszkanie-140m2-nowe-wlochy-CID3-IDLMsEC.html#72d7a7dc4d;promoted
 Wawer,54.0,2,1900.0,1900.0,https://www.olx.pl/d/oferta/wynajem-mieszkania-bliski-tarchomin-2-pokoje-CID3-IDLVp1W.html#72d7a7dc4d
 Targówek,74.0,3,2400.0,400.0,https://www.olx.pl/d/oferta/wynajme-mieszkanie-warszawa-zabki-CID3-IDLVohu.html#72d7a7dc4d
 Ursynów,18.0,1,1560.0,220.0,https://www.olx.pl/d/oferta/czapli-33-vistula-sggw-piekna-sloneczna-kawalerka-na-ursynowie-CID3-IDKwt5a.html#72d7a7dc4d;promoted
 Praga-Północ,40.0,2,2190.0,495.0,https://www.olx.pl/d/oferta/edit-wynajte-praga-pln-2-pok-mieszkanie-w-zielonej-okolicy-CID3-IDJAlxv.html#72d7a7dc4d
 Śródmieście,42.0,2,3500.0,500.0,https://www.olx.pl/d/oferta/luksusowa-kamienica-na-powislu-mieszkanie-2-pokojowe-bezposrednio-CID3-IDL8RaK.html#72d7a7dc4d;promoted
 Ursynów,47.0,2,2400.0,1.0,https://www.olx.pl/d/oferta/bezposrednio-2-pokoje-47-mkw-metro-imielin-CID3-IDK1Uf4.html#72d7a7dc4d
 Wola,35.0,2,2800.0,1.0,https://www.olx.pl/d/oferta/nowe-2-pokojowe-mieszkanie-z-miejscem-postojowym-przy-ordona-wola-CID3-IDLVne7.html#72d7a7dc4d
 Śródmieście,48.0,3,2400.0,600.0,https://www.olx.pl/d/oferta/wynajem-mieszkanie-3-pokoje-chmielna-CID3-IDLVn4Z.html#72d7a7dc4d
 Białołęka,22.0,1,1300.0,300.0,https://www.olx.pl/d/oferta/kawalerka-tarchomin-CID3-IDEi4mw.html#72d7a7dc4d
 Praga-Południe,36.2,1,1100.0,400.0,https://www.olx.pl/d/oferta/wynajme-kawalerke-na-saskiej-kepie-CID3-IDLVmem.html#72d7a7dc4d;promoted
 Ursus,45.0,2,1700.0,600.0,https://www.olx.pl/d/oferta/mieszkanie-bezposrednio-45m2-ursus-skorosze-CID3-IDL41eN.html#72d7a7dc4d
 Mokotów,60.0,2,2500.0,450.0,https://www.olx.pl/d/oferta/2-pokoje-60m2-al-niepodleglosci-mokotow-ksawerow-metro-wierzbno-CID3-IDE1jYB.html#72d7a7dc4d
 Praga-Północ,33.0,2,1950.0,644.0,https://www.olx.pl/d/oferta/mieszkanie-dwupokojowe-33m-praga-polnoc-port-praski-olszowa-CID3-IDKQk6d.html#72d7a7dc4d;promoted
 Białołęka,40.0,2,1800.0,1.0,https://www.olx.pl/d/oferta/mieszkanie-2-pokoje-40m2-ul-strumykowa-od-1-listopada-2021-CID3-IDLHReF.html#72d7a7dc4d;promoted
 Ursynów,35.0,1,1800.0,1.0,https://www.olx.pl/d/oferta/kawalerka-bezposrednio-metro-imielin-100-metrow-od-budynku-CID3-IDKgaaZ.html#72d7a7dc4d;promoted
 Ursynów,48.0,3,2800.0,800.0,https://www.olx.pl/d/oferta/3-pokoje-metro-imielin-dostepne-od-15-11-2021-CID3-IDLUXTD.html#fd074becd5;promoted
 Mokotów,32.0,2,1950.0,150.0,https://www.olx.pl/d/oferta/dwupokojowe-mokotow-niedrogo-CID3-IDLEbdK.html#fd074becd5;promoted
 Śródmieście,30.0,2,2050.0,450.0,https://www.olx.pl/d/oferta/klimatyczne-mieszkanie-na-muranowie-CID3-IDLRAfx.html#fd074becd5;promoted
 Mokotów,34.5,2,2500.0,300.0,https://www.olx.pl/d/oferta/mieszkanie-mokotow-CID3-IDLLajC.html#fd074becd5;promoted
 Śródmieście,40.0,2,1700.0,500.0,https://www.olx.pl/d/oferta/mieszkanie-dwupokojowe-na-wynajem-warszawa-wola-pereca-2-40m2-CID3-IDKG9LH.html#fd074becd5;promoted
 Mokotów,37.0,2,1950.0,500.0,https://www.olx.pl/d/oferta/2-pok-obok-metra-wilanowska-bukowinska-pulawska-domaniewska-woloska-CID3-IDLCFfM.html#fd074becd5;promoted
 Śródmieście,50.0,3,1800.0,600.0,https://www.olx.pl/d/oferta/wynajme-mieszkania-3-pokoje-blisko-ronda-onz-CID3-IDLOrZu.html#fd074becd5;promoted
 Białołęka,40.2,2,1950.0,700.0,https://www.olx.pl/d/oferta/wynajme-mieszkanie-CID3-IDLPNWh.html#fd074becd5;promoted
 Ursynów,74.0,3,2850.0,910.0,https://www.olx.pl/d/oferta/ursynow-kabaty-wawozowa-3-pokojowe-mieszkanie-74m2-balkon-i-garaz-CID3-IDLRXZG.html#fd074becd5;promoted
 Ursynów,60.0,2,2400.0,800.0,https://www.olx.pl/d/oferta/mieszkanie-2-pokojowe-metro-kabaty-60m2-40m2-taras-CID3-IDKthg0.html#fd074becd5
 Ursus,85.0,2,3500.0,1.0,https://www.olx.pl/d/oferta/wynajme-przestronne-i-komfortowe-mieszkanie-85m2-balkon-skorosze-CID3-IDLVk8x.html#fd074becd5;promoted
 Białołęka,45.0,2,1500.0,500.0,https://www.olx.pl/d/oferta/wynajme-mieszkanie-2-pok-45m-na-bialolece-CID3-IDLsqBf.html#fd074becd5
 Praga-Południe,47.0,3,1800.0,500.0,https://www.olx.pl/d/oferta/47-m2-3-osobne-pokoje-ul-miedzynarodowa-saska-kepa-CID3-IDLVjZv.html#fd074becd5
 Praga-Południe,57.0,3,2650.0,1.0,https://www.olx.pl/d/oferta/wynajme-3-pokoje-57-metrow-na-kinowej-CID3-IDJypcS.html#fd074becd5
 Praga-Północ,33.0,1,1200.0,420.0,https://www.olx.pl/d/oferta/przytulna-i-jasna-kawalerka-na-pradze-polnoc-CID3-IDLVjll.html#fd074becd5
 Praga-Południe,70.0,4,2900.0,1.0,https://www.olx.pl/d/oferta/4-pokojowe-mieszkanie-praga-poludnie-blisko-trasy-lazienkowskiej-CID3-IDLGOTl.html#fd074becd5
 Targówek,55.0,2,2500.0,1.0,https://www.olx.pl/d/oferta/wynajme-mieszkanie-CID3-IDLVi72.html#fd074becd5
 Białołęka,40.0,2,1900.0,1.0,https://www.olx.pl/d/oferta/do-wynajecia-mieszkanie-40m-z-garazem-w-budynku-bialoleka-CID3-IDLRVjy.html#fd074becd5;promoted
 Praga-Południe,40.0,2,2100.0,500.0,https://www.olx.pl/d/oferta/mieszkanie-40m2-dla-pierwszego-najemcy-warszawa-ul-minska-73-CID3-IDLVhU9.html#fd074becd5
 Wilanów,78.0,3,6500.0,1.0,https://www.olx.pl/d/oferta/mieszkanie-do-wynajecia-wilanow-CID3-IDLpnW4.html#fd074becd5
 Bemowo,41.0,2,2800.0,1.0,https://www.olx.pl/d/oferta/2-pokojowe-mieszkanie-z-duzym-tarasem-2-room-flat-with-a-big-terrace-CID3-IDLG78e.html#fd074becd5
 Mokotów,49.0,2,2000.0,530.0,https://www.olx.pl/d/oferta/mieszkanie-48-3-m2-bytnara-w-wa-mokotow-CID3-IDLVhpk.html#fd074becd5
 Włochy,47.0,3,1950.0,650.0,https://www.olx.pl/d/oferta/mieszkanie-rakowiec-3-pokoje-CID3-IDKiv26.html#fd074becd5
 Targówek,38.0,2,1800.0,1.0,https://www.olx.pl/d/oferta/rezerwacja-mieszkanie-brodno-metro-bezposrednio-bez-czynszu-wynajem-CID3-IDLPKtQ.html#fd074becd5;promoted
 Śródmieście,56.0,2,3300.0,200.0,https://www.olx.pl/d/oferta/ciche-mieszkanie-po-remoncie-centrum-warszawy-kamienica-CID3-IDLPKux.html#fd074becd5;promoted
 Praga-Południe,26.5,1,1600.0,410.0,https://www.olx.pl/d/oferta/mieszkanie-26-5-m-do-wynajecia-CID3-IDLRpiz.html#fd074becd5;promoted
 Mokotów,80.0,4,5500.0,1.0,https://www.olx.pl/d/oferta/bezposrednio-4-pok-ul-bukowinska-12-tuz-przy-metrze-CID3-IDLPJRO.html#fd074becd5;promoted
 Wola,37.0,2,2400.0,400.0,https://www.olx.pl/d/oferta/wynajme-mieszanie-2-pokoje-z-kuchnia-na-bliskiej-woli-CID3-IDJXA7s.html#fd074becd5
 Mokotów,40.0,2,1800.0,400.0,https://www.olx.pl/d/oferta/warszawa-mokotow-metro-wierzbno-CID3-IDLR93m.html#fd074becd5;promoted
 Praga-Południe,51.0,2,2400.0,600.0,https://www.olx.pl/d/oferta/do-wynajecia-od-pazdziernika-mieszkanie-w-soho-warszawa-CID3-IDEWAcy.html#fd074becd5;promoted
 Praga-Południe,34.0,1,1550.0,1.0,https://www.olx.pl/d/oferta/wynajme-mieszkanie-34m2-ul-mycielskiego-CID3-IDLVfs4.html#fd074becd5
 Żoliborz,37.0,1,200.0,1.0,https://www.olx.pl/d/oferta/bielany-ul-kochanowskiego-10a-miejsce-postojowe-garaz-podziemny-CID3-IDL1odO.html#fd074becd5;promoted
 Praga-Południe,47.0,2,2100.0,1.0,https://www.olx.pl/d/oferta/wynajem-mieszkanie-2-pokojowe-ulica-turbinowa-CID3-IDLVeQm.html#fd074becd5
 Bemowo,35.0,2,2200.0,1.0,https://www.olx.pl/d/oferta/mieszkanie-2-pokojowe-z-garazem-bemowo-CID3-IDLVdPI.html#fd074becd5;promoted
 Wola,60.0,3,2400.0,400.0,https://www.olx.pl/d/oferta/mieszkanie-3-pokojowe-CID3-IDKXKFU.html#fd074becd5
 Mokotów,33.0,1,2000.0,1.0,https://www.olx.pl/d/oferta/kawalerka-metro-wilanowska-2-000-zl-bez-dodatkowego-czynszu-CID3-IDLVcuf.html#fd074becd5;promoted
 Wola,30.81,2,2499.0,239.0,https://www.olx.pl/d/oferta/wynajme-bezposrednio-2-pok-31m2-metro-plocka-CID3-IDLpQEH.html#fd074becd5
 Śródmieście,35.0,1,1950.0,240.0,https://www.olx.pl/d/oferta/ul-zlota-przy-zlotych-tarasach-najlepsza-lokalizacja-w-miescie-CID3-IDLVbI7.html#fd074becd5
 Mokotów,32.0,1,1700.0,50.0,https://www.olx.pl/d/oferta/kawalerka-32m-mokotow-CID3-IDKTqfQ.html#fd074becd5;promoted
 Praga-Południe,82.0,4,5000.0,500.0,https://www.olx.pl/d/oferta/4-pokojowe-mieszkanie-kolorowy-goclaw-garaz-park-CID3-IDLhxx2.html#fd074becd5
 Bemowo,42.0,2,2600.0,1.0,https://www.olx.pl/d/oferta/42m2-2-pokoje-na-biuro-wola-park-CID3-IDLVLJf.html#2356d92a79;promoted
 Białołęka,48.0,2,2500.0,800.0,https://www.olx.pl/d/oferta/wynajme-dwupokojowe-mieszkanie-na-tarchominie-CID3-IDLWwZC.html#2356d92a79;promoted
 Białołęka,60.0,3,1800.0,531.0,https://www.olx.pl/d/oferta/mieszkanie-60m2-z-balkonem-i-parkingiem-szybki-dojazd-do-centrum-CID3-IDLSDRX.html#2356d92a79;promoted
 Śródmieście,43.0,2,3300.0,1.0,https://www.olx.pl/d/oferta/srodmiescie-koszykowa-i-al-roz-2-pok-43-m2-balkon-bezposrednio-CID3-IDLQ9WY.html#2356d92a79;promoted
 Śródmieście,50.0,3,150.0,1.0,https://www.olx.pl/d/oferta/mieszkanie-3-pokojowe-na-wynajem-centrum-onz-na-doby-CID3-IDrF5lP.html#2356d92a79;promoted
 Bielany,42.0,2,2100.0,12345.0,https://www.olx.pl/d/oferta/atrakcyjne-mieszkanie-blisko-metra-CID3-IDLL8Xr.html#2356d92a79;promoted
 Bemowo,35.0,2,2000.0,1.0,https://www.olx.pl/d/oferta/kawalerka-z-oddzielna-sypialnia-z-internetem-obr-tobruku-fort-bema-CID3-IDLD3Qd.html#2356d92a79;promoted
 Mokotów,190.0,4,12000.0,1.0,https://www.olx.pl/d/oferta/wynajme-mieszkanie-190-m2-ul-merliniego-5-CID3-IDLMGjC.html#2356d92a79;promoted
 Bielany,52.0,2,2100.0,650.0,https://www.olx.pl/d/oferta/mieszkanie-na-bielanach-CID3-IDLHcVT.html#2356d92a79;promoted
 Mokotów,36.0,2,2900.0,350.0,https://www.olx.pl/d/oferta/nowe-2-pokojowe-mieszkanie-z-oddzielna-kuchnia-mokotow-ul-smyczkowa-CID3-IDLsqHE.html#2356d92a79;promoted
 Śródmieście,42.0,2,1900.0,500.0,https://www.olx.pl/d/oferta/czerniakowska-chelmska-42m2-dwa-pokoje-z-balkonem-CID3-IDLCSED.html#2356d92a79
 Śródmieście,49.0,3,3600.0,1.0,https://www.olx.pl/d/oferta/centrum-emilii-plater-przy-zlotych-tarasach-sloneczne-3-pokoje-CID3-IDIFnj1.html#2356d92a79;promoted
 Wola,50.0,3,3000.0,1.0,https://www.olx.pl/d/oferta/warszawa-wolado-wynajecia-mieszkanie-3-pokojowe-CID3-IDLVabi.html#2356d92a79
 Ursynów,44.0,2,2499.0,1.0,https://www.olx.pl/d/oferta/mieszkanie-na-wynajem-klobucka-sluzewiec-ursynow-mokotow-CID3-IDHKnAW.html#2356d92a79
 Ursynów,26.58,1,1900.0,1.0,https://www.olx.pl/d/oferta/mieszkanie-do-wynajmu-natolin-ul-lasek-brzozowy-CID3-IDLU3UK.html#2356d92a79;promoted
 Bielany,50.0,2,2400.0,50.0,https://www.olx.pl/d/oferta/50-m2-mlociny-urzadzone-CID3-IDLGMPK.html#2356d92a79
 Mokotów,34.0,2,2300.0,1.0,https://www.olx.pl/d/oferta/2-pokoje-34m2-ul-belwederska-CID3-IDLV9kg.html#2356d92a79
 Ursus,49.6,3,2600.0,413.43,https://www.olx.pl/d/oferta/wynajem-mieszkania-3-pokoje-warszawa-ursus-CID3-IDLME57.html#2356d92a79;promoted
 Wola,30.0,1,2000.0,1.0,https://www.olx.pl/d/oferta/kawalerka-na-woli-blisko-metra-CID3-IDLV83W.html#2356d92a79
 Praga-Północ,50.0,3,2800.0,1.0,https://www.olx.pl/d/oferta/mieszkane-3-pokoje-50m-nowa-praga-obok-pl-hallera-CID3-IDLV8Lb.html#2356d92a79
 Mokotów,36.0,1,1800.0,1.0,https://www.olx.pl/d/oferta/kawalerka-przy-metrze-pole-mokotowskie-sgh-CID3-IDLV87k.html#2356d92a79
 Śródmieście,28.0,1,2200.0,1.0,https://www.olx.pl/d/oferta/kawalerka-28-m2-j-p-ii-rog-grzybowska-po-generalnym-remoncie-CID3-IDLV86m.html#2356d92a79
 Wola,40.0,2,2200.0,1.0,https://www.olx.pl/d/oferta/mieszkanie-2-pokoje-warszawa-wola-rezerwacja-CID3-IDKYuLy.html#2356d92a79;promoted
 Ursus,41.0,2,1800.0,550.0,https://www.olx.pl/d/oferta/wynajme-mieszkanie-41m-kw-ogrodek-komorka-ursus-golabki-CID3-IDKWhNT.html#2356d92a79;promoted
 Ursus,48.5,2,1300.0,800.0,https://www.olx.pl/d/oferta/od-zaraz-48-5-m2-2-pokoje-kuchnia-garaz-CID3-IDLV7IK.html#2356d92a79
 Białołęka,48.0,2,2399.0,1.0,https://www.olx.pl/d/oferta/mieszkanie-2-pokojowe-48-30-m2-1-pietro-CID3-IDLV7Gd.html#2356d92a79
 Wola,35.0,1,2100.0,1.0,https://www.olx.pl/d/oferta/kawalerka-na-woli-blisko-metra-CID3-IDLV7yX.html#2356d92a79;promoted
 Targówek,54.0,2,1700.0,700.0,https://www.olx.pl/d/oferta/wynajme-mieszkanie-na-targowku-CID3-IDLV7y1.html#2356d92a79
 Bemowo,62.0,2,1700.0,300.0,https://www.olx.pl/d/oferta/bemowo-duze-2-pokoje-2-poziomowe-60m2-ogrod-powstancow-slaskich-CID3-IDLpNtn.html#2356d92a79
 Wilanów,50.0,2,2000.0,2000.0,https://www.olx.pl/d/oferta/wynajme-mieszkanie-50m-na-wilanowie-w-pelni-wyposazone-CID3-IDLH96E.html#2356d92a79
 Mokotów,31.0,1,1700.0,1700.0,https://www.olx.pl/d/oferta/wynajme-od-zaraz-mieszkanie-31-metrow-na-stegnach-mokotow-CID3-IDLy7Ek.html#2356d92a79
 Ursynów,54.5,2,1800.0,610.0,https://www.olx.pl/d/oferta/wlochy-zwirki-i-wigury-przy-novotelu-2-pok-bezposrednio-CID3-IDLoalV.html#2356d92a79
 Targówek,52.1,2,2000.0,600.0,https://www.olx.pl/d/oferta/lewandow-mieszkanie-2-pokoje-klimatyzacja-miejsce-postojowe-wynajme-CID3-IDLV6Oz.html#2356d92a79;promoted
 Bielany,58.0,3,2500.0,1.0,https://www.olx.pl/d/oferta/mieszkanie-3-pokoje-chomiczowka-CID3-IDKWgJL.html#2356d92a79;promoted
 Bemowo,48.55,2,2300.0,1.0,https://www.olx.pl/d/oferta/fort-bema-zm-wynajem-CID3-IDKUOMS.html#2356d92a79;promoted
 Ursynów,70.0,3,3000.0,600.0,https://www.olx.pl/d/oferta/3-osobne-pokoje-kuchnia-z-jadalnia-garaz-klimatyzacja-kabaty-CID3-IDLPAQO.html#2356d92a79;promoted
 Wawer,52.0,2,1900.0,600.0,https://www.olx.pl/d/oferta/wawer-miedzylesie-ciche-mieszkanie-2-pokoje-52m2-1-pietro-parking-CID3-IDLrJpg.html#2356d92a79
 Bielany,55.0,3,2300.0,750.0,https://www.olx.pl/d/oferta/wynajme-mieszkanie-3-pokoje-bielany-antyczna-5-min-stacja-wawrzyszew-CID3-IDLTotR.html#839a743bc2;promoted
 Mokotów,49.0,3,2100.0,750.0,https://www.olx.pl/d/oferta/3-pokoje-z-oddzielna-kuchnia-tuz-przy-sadyba-best-mall-CID3-IDHKtj4.html#839a743bc2;promoted
 Żoliborz,47.0,3,2100.0,440.0,https://www.olx.pl/d/oferta/wynajme-mieszkanie-na-granicy-zoliborza-i-bielan-47m-CID3-IDLLfsN.html#839a743bc2;promoted
 Mokotów,34.5,2,2500.0,300.0,https://www.olx.pl/d/oferta/mieszkanie-mokotow-CID3-IDLLajC.html#839a743bc2;promoted
 Mokotów,38.0,2,1800.0,270.0,https://www.olx.pl/d/oferta/2-pokojowe-ladne-mieszkanie-CID3-IDLHpyO.html#839a743bc2;promoted
 Targówek,55.0,3,2499.0,1.0,https://www.olx.pl/d/oferta/mieszkanie-3-pokoje-brodno-targowek-CID3-IDDpbUw.html#839a743bc2;promoted
 Śródmieście,34.0,1,2500.0,1.0,https://www.olx.pl/d/oferta/mieszkanie-do-wynajecia-al-solidarnosci66-o-pow-34mkw-swiezo-odnowione-CID3-IDLPMmV.html#839a743bc2;promoted
 Rembertów,47.0,2,1750.0,1750.0,https://www.olx.pl/d/oferta/wynajme-mieszkanie-1750-zl-CID3-IDJTz1o.html#839a743bc2
 Praga-Południe,20.0,1,1250.0,1.0,https://www.olx.pl/d/oferta/praga-poludnie-kawalerka-10-minut-od-metra-politechnika-CID3-IDLV4gX.html#839a743bc2
